articleID,byline,documentType,headline,keywords,multimedia,newDesk,printPage,pubDate,sectionName,snippet,source,typeOfMaterial,webURL,articleWordCount
5a80bc5910f40f00018c05e1,By ROD NORDLAND,article,"By Light of a Blood Moon, Life Returns to a Bombed-Out Landscape","['Civilian Casualties', 'Kurds', 'Islamic State in Iraq and Syria (ISIS)', 'Kobani (Syria)', 'Syria']",68,Foreign,7,2018-02-11 20:43:42,Middle East,"Residents reluctantly return to live amid the rubble of the battered ruins of Kobani, a Kurdish city in northern Syria. They call the neighborhood The Museum.",The New York Times,News,https://www.nytimes.com/2018/02/11/world/middleeast/syria-kobani-ruins.html,1232
5a80bc5b10f40f00018c05e3,By JESS BIDGOOD,article,An Epic Fishing Port Staggers as Its ‘Codfather’ Goes to Jail,"['Rafael, Carlos', 'Fishing, Commercial', 'Cod (Fish)', 'Frauds and Swindling', 'Regulation and Deregulation of Industry', 'Internal Revenue Service', 'New Bedford (Mass)', 'National Oceanic and Atmospheric Administration']",68,National,11,2018-02-11 20:50:21,Unknown,"Carlos Rafael, who ruled New Bedford’s fishing of cod and haddock, was caught lying about his catches. Now the piers have grown quiet.",The New York Times,News,https://www.nytimes.com/2018/02/11/us/commercial-fishing-regulation-codfather.html,1513
5a80bd41068401528a29105f,By JULIE HIRSCHFELD DAVIS,article,Trump’s Plan To Finance Infrastructure Faces Hurdles,"['Infrastructure (Public Works)', 'Trump, Donald J', 'United States Politics and Government', 'Federal Budget (US)', 'States (US)', 'Local Government']",67,Washington,15,2018-02-11 22:01:31,Politics,President Trump will call this week for a $1.5 trillion infrastructure initiative by matching up to $100 billion in funds that states and cities put toward infrastructure projects.,The New York Times,News,https://www.nytimes.com/2018/02/11/us/politics/trumps-infrastructure-plan-modest-federal-incentives-facing-long-odds.html,893
5a80caf810f40f00018c0614,By DEB AMLEN,article,One With Credit,"['Crossword Puzzles', 'Black, Michael (Crossword Constructor)']",68,Games,0,2018-02-11 23:00:03,Unknown,Michael Black returns to help us find something important.,The New York Times,News,https://www.nytimes.com/2018/02/11/crosswords/daily-puzzle-2018-02-12.html,596
5a80cafa10f40f00018c0615,By JACKIE SCHWIMMER,article,‘Gorgeous’,[],0,Metro,21,2018-02-11 23:00:04,Unknown,Misunderstanding a compliment for a dog.,The New York Times,News,https://www.nytimes.com/2018/02/11/nyregion/metropolitan-diary-gorgeous.html,96
5a80ce1610f40f00018c061b,By BROOKS BARNES and WILLIAM NEUMAN,article,Weinstein Company Sale Halted By Lawsuit,"['Weinstein Co', 'Lions Gate Entertainment Corporation', 'Suits and Litigation (Civil)', 'Sexual Harassment', 'Workplace Hazards and Violations', 'Movies', 'Attorneys General', 'Contreras-Sweet, Maria', 'Glasser, David (1971- )', 'Schneiderman, Eric T', 'Weinstein, Bob', 'Weinstein, Harvey', 'Mergers, Acquisitions and Divestitures']",68,Business,1,2018-02-11 23:13:21,Media,Eric T. Schneiderman filed a suit alleging the studio and its founders violated state and city laws barring gender discrimination and sexual harassment.,The New York Times,News,https://www.nytimes.com/2018/02/11/business/media/harvey-weinstein-company-sale.html,1370
5a80d7f110f40f00018c062d,By MATT A. BARRETO,article,Democrats Can Win on Immigration,"['Immigration and Emigration', 'Voting and Voters', 'Democratic Party', 'Midterm Elections (2018)', 'Race and Ethnicity', 'Gillespie, Ed', 'Reid, Harry']",68,OpEd,23,2018-02-11 23:55:25,Unknown,It’s morally just to stand up against hatred and bigotry. It’s also good politics.,The New York Times,Op-Ed,https://www.nytimes.com/2018/02/11/opinion/democrats-win-immigration.html,934
5a80d7f110f40f00018c062e,By NAOMI SCHAEFER RILEY,article,America’s Real Digital Divide,"['Children and Childhood', 'Education (K-12)', 'Computers and the Internet', 'Television', 'Blacks', 'Minorities']",66,OpEd,23,2018-02-11 23:55:25,Unknown,The problem isn’t that poor children don’t have access to computers. It’s that they spend too much time in front of them.,The New York Times,Op-Ed,https://www.nytimes.com/2018/02/11/opinion/america-digital-divide.html,796
5a80df4b10f40f00018c063c,By THE EDITORIAL BOARD,article,New York’s Parole Problem,"['Prisons and Prisoners', 'States (US)', 'Probation and Parole', 'New York State', 'Cuomo, Andrew M', 'Columbia University', 'Council of State Governments Justice Center', 'Rikers Island Prison Complex', 'New York City']",62,Editorial,22,2018-02-12 00:26:48,Unknown,"The state could adopt several common-sense reforms to reduce the number of people in prison, often for minor rule violations.",The New York Times,Editorial,https://www.nytimes.com/2018/02/11/opinion/problem-parole.html,804
5a80e13210f40f00018c0640,By DAVID LEONHARDT,article,"Trumpism For Thee, but  Not for Me","['Federal Taxes (US)', 'United States Politics and Government', 'Colleges and Universities', 'Oil (Petroleum) and Gasoline', 'Federal Aid (US)', 'Offshore Drilling and Exploration', 'Elections, Senate', 'Berea College', 'Republican Party', 'McConnell, Mitch', 'Scott, Richard L', 'Trump, Donald J']",66,OpEd,23,2018-02-12 00:34:53,Unknown,The president keeps protecting his supporters from his own policies.,The New York Times,Op-Ed,https://www.nytimes.com/2018/02/11/opinion/trumpism-supporters-policies.html,827
5a80e29510f40f00018c0642,By AMANDA TAUB,article,"Paving Over Differences, Europe’s Centrists Risk Rougher Ride","['Europe', 'Democracy (Theory and Philosophy)', 'Germany', 'Fringe Groups and Movements', 'Voting and Voters', 'Merkel, Angela', 'Politics and Government']",68,Foreign,9,2018-02-12 00:40:48,Europe,"Coalition governments between the center-right and center-left, like the deal reached in Germany by Chancellor Angela Merkel and the Social Democrats, may lead to more instability, not less.",The New York Times,News,https://www.nytimes.com/2018/02/11/world/europe/europe-politics-far-right.html,1263
5a80e69410f40f00018c0646,By DAVID SEGAL,article,A Sound That Chills Athletes to the Bone: Achoo!,"['Olympic Games (2018)', 'Colds', 'Winter (Season)']",68,Sports,3,2018-02-12 00:57:52,Olympics,It’s the game before the Games. Athletes coming to Pyeongchang strategize for weeks about how to overcome a foe they can’t see.,The New York Times,News,https://www.nytimes.com/2018/02/11/sports/olympics/common-cold-athletes.html,1233
5a80f47110f40f00018c0654,By PETER BAKER and MAGGIE HABERMAN,article,Aide’s Departure Exposes Fissures Over Abuse Reply,"['Trump, Donald J', 'Domestic Violence', 'Porter, Robert R (1977- )', 'United States Politics and Government', 'Kelly, John F (1950- )']",68,Washington,1,2018-02-12 01:56:58,Politics,"Aides to President Trump said they remained confused and upset over the handling of the accusations against Rob Porter, the staff secretary who stepped down.",The New York Times,News,https://www.nytimes.com/2018/02/11/us/politics/rob-porter-john-kelly.html,1664
5a80f81d10f40f00018c065a,By CHARLES M. BLOW,article,G.O.P. Visions  Of Tectonic  Realignment,"['Trump, Donald J', 'United States Politics and Government', 'Voter Registration and Requirements', 'Courts and the Judiciary', 'Redistricting and Reapportionment']",68,OpEd,23,2018-02-12 02:12:40,Unknown,Trump is a means to a conservative end.,The New York Times,Op-Ed,https://www.nytimes.com/2018/02/11/opinion/trump-republican-realignment.html,837
5a80fe1610f40f00018c0666,By SOPAN DEB,article,"‘Star Trek: Discovery’ Season 1, Episode 15: Wrapping Up","['Television', 'Star Trek: Discovery (TV Program)']",66,Culture,0,2018-02-12 02:38:09,Television,The Season 1 finale concluded a number of problematic story lines and brought back a very satisfying (and familiar) visual.,The New York Times,Review,https://www.nytimes.com/2018/02/11/arts/television/star-trek-discovery-season-1-episode-15-finale-recap.html,1064
5a81033710f40f00018c066e,By JUDY BERMAN,article,‘Here and Now’ Series Premiere: This Great Experiment,"['Television', 'Here and Now (TV Program)']",66,Culture,0,2018-02-12 03:00:00,Television,The new HBO series from the creator of “Six Feet Under” promises a deep dive into liberal guilt during the age of Trump. It also promises to be very weird.,The New York Times,Review,https://www.nytimes.com/2018/02/11/arts/television/here-and-now-series-premiere-recap-eleven.html,1331
5a81427f10f40f00018c06c8,By ALAN FEUER,article,Suit Tries to Pin Melee at Rally On Far Right,"['Charlottesville, Va, Violence (August, 2017)', 'Freedom of Speech and Expression', 'Kessler, Jason E', 'Heyer, Heather D (1985-2017)', 'Spencer, Richard B (1978- )', 'Charlottesville (Va)', 'Suits and Litigation (Civil)', 'Fringe Groups and Movements', 'Peinovich, Michael']",66,National,1,2018-02-12 07:30:03,Unknown,"People injured at the alt-right rally in Charlottesville, Va., say in a lawsuit that organizers conspired to incite violence. The defendants say the First Amendment protects them.",The New York Times,News,https://www.nytimes.com/2018/02/12/us/charlottesville-lawsuit-far-right-heather-heyer.html,1501
5a81460e10f40f00018c06ce,By TIM HERRERA,article,Unknown,['Productivity'],67,Smarter Living,0,2018-02-12 07:45:13,Unknown,"Yes, you have to put in the hours, but just as important is putting in the right type of hours.",The New York Times,News,https://www.nytimes.com/2018/02/12/smarter-living/just-working-harder-wont-get-you-ahead-working-smarter-will.html,973
5a8165b610f40f00018c0713,By CARVELL WALLACE,article,Making A Motherland,"['Blacks', 'Movies', 'Black Panther (Movie)', 'Coogler, Ryan', 'Butler, Octavia E', 'Roots (TV Program)']",66,Magazine,26,2018-02-12 10:00:16,Unknown,"Ryan Coogler’s film is a vivid re-imagination of something black Americans have cherished for centuries — Africa as a dream of our wholeness, greatness and self-realization.",The New York Times,News,https://www.nytimes.com/2018/02/12/magazine/why-black-panther-is-a-defining-moment-for-black-america.html,3781
5a8165b510f40f00018c0712,By JADA YUAN,article,A Start in the Big Easy,"['New Orleans (La)', 'Travel and Vacations']",63,Travel,1,2018-02-12 10:00:16,Unknown,"Our new columnist — chosen (out of 13,000 applicants) to visit all of the spots on our 52 Places list — finds plenty to celebrate in New Orleans, including fierce pride and a spirit of forgiveness.",The New York Times,News,https://www.nytimes.com/2018/02/12/travel/new-orleans-52-places-traveler.html,2279
5a8165b810f40f00018c0714,By AARON E. CARROLL,article,Heart Stents Are Useless for Most Stable Patients. They’re Still Widely Used. ,"['Stents (Medical Devices)', 'Placebos', 'Medical Devices', 'Heart', 'Angina']",61,Upshot,0,2018-02-12 10:00:17,Unknown,Why are so many people agreeing to an expensive procedure — and putting themselves at risk — for a placebo effect?,The New York Times,News,https://www.nytimes.com/2018/02/12/upshot/heart-stents-are-useless-for-most-stable-patients-theyre-still-widely-used.html,1181
5a8165bf10f40f00018c0716,By TIM McKEOUGH,article,There’s Room to Grow Even Without a Floor,"['Real Estate and Housing (Residential)', 'Interior Design and Furnishings', 'Furniture', 'Design']",68,RealEstate,4,2018-02-12 10:00:26,Unknown,"The minimalist alternative to big bookcases, floating shelves offer enough space to display or store a few items without overwhelming a room.",The New York Times,News,https://www.nytimes.com/2018/02/12/realestate/shopping-for-wall-mounted-shelves.html,400
5a8165e010f40f00018c071b,By DAVID SEGAL,article,Break That Binds Norway,"['Cross-Country Skiing', 'Savyalov, Alexander', 'Bra, Oddvar', 'Norway', 'Olympic Games', 'vis-photo']",68,Sports,8,2018-02-12 10:00:59,Olympics,"In 1982, the Norwegian cross-country skier Oddvar Bra collided with a skier from the Soviet Union. Somehow, a national myth was born.",The New York Times,News,https://www.nytimes.com/2018/02/12/sports/olympics/oddvar-bra.html,2274
5a8165fd10f40f00018c071d,By RICK ROJAS and LUIS FERRÉ-SADURNÍ,article,Homeless Again If FEMA Ends Aid,"['Hurricane Maria (2017)', 'Hotels and Travel Lodgings', 'Puerto Ricans', 'Federal Emergency Management Agency', 'Connecticut', 'Queens (NYC)', 'Evacuations and Evacuees', 'Humanitarian Aid']",68,Metro,1,2018-02-12 10:01:28,Unknown,Hotel rooms provided by FEMA have been a rare source of stability amid the turmoil brought by Hurricane Maria. But Puerto Rican families worry about what comes next.,The New York Times,News,https://www.nytimes.com/2018/02/12/nyregion/puerto-rican-hotels-fema-hurricane-maria.html,1305
5a816cb210f40f00018c072c,By THE LEARNING NETWORK,article,"What’s Going On in This Picture? | Feb. 12, 2018",[],61,Learning,0,2018-02-12 10:30:06,Unknown,"Look closely at this image, stripped of its caption, and join the moderated conversation about what you and other students see.",The New York Times,News,https://www.nytimes.com/2018/02/12/learning/whats-going-on-in-this-picture-feb-12-2018.html,496
5a816cbb10f40f00018c072f,By THESSALY LA FORCE,article,"Couture for Artists, Dead and Alive","['Art', 'Fashion and Apparel', 'Bourgeois, Louise', 'Calder, Alexander', 'Kahlo, Frida']",66,TStyle,0,2018-02-12 10:30:15,Unknown,Is including a female artist’s wardrobe in surveys and retrospectives an act of condescension … or a recognition that an artist’s style is inseparable from her art?,The New York Times,News,https://www.nytimes.com/2018/02/12/t-magazine/artists-outfits-uniforms.html,2554
5a81703c10f40f00018c0737,"By NORMAN L. EISEN, CAROLINE FREDRICKSON and LAURENCE H. TRIBE",article,Is Devin Nunes Obstructing Justice?,"['United States Politics and Government', 'Russian Interference in 2016 US Elections and Ties to Trump Associates', 'Presidents and Presidency (US)', 'Special Prosecutors (Independent Counsel)', 'Defense Department', 'Federal Bureau of Investigation', 'House Committee on Intelligence', 'Nunes, Devin G']",68,OpEd,0,2018-02-12 10:45:12,Unknown,Lingering questions about his memo hang over how he runs the House Intelligence Committee.,The New York Times,Op-Ed,https://www.nytimes.com/2018/02/12/opinion/devin-nunes-obstruction-justice.html,1046
5a8173bd10f40f00018c0742,By ALEXANDRA S. LEVINE,article,Unknown,['New York City'],68,Metro,0,2018-02-12 11:00:08,Unknown,"Monday: Secrets from the hotel that hosts 600 Westminster show dogs, Off-Broadway week and the anniversary of the premiere of “Dracula.”",The New York Times,briefing,https://www.nytimes.com/2018/02/12/nyregion/new-york-today-westminster-kennel-club-dog-show.html,927
5a8174e410f40f00018c0747,By JANE E. BRODY,article,Fear of Drug’s Hazards May Put Bones at Risk,"['Bisphosphonates (Drugs)', 'Bone Fractures', 'Bones', 'Osteoporosis', 'Hips', 'Elderly', 'Fosamax (Drug)']",67,Well,7,2018-02-12 11:05:02,Unknown,"Untreated osteoporosis could spawn an epidemic of bone fractures, hospital and nursing home admissions, even premature deaths.",The New York Times,News,https://www.nytimes.com/2018/02/12/well/bone-fractures-broken-hip-osteoporosis-drugs-treatment-diagnosis.html,1103
5a817acf10f40f00018c0755,By MICHAEL BARBARO,article,Unknown,"['Olympic Games (2014)', 'Politics and Government', 'Doping (Sports)', 'Rodchenkov, Grigory', 'Russia', 'Olympic Games (2018)']",68,Podcasts,0,2018-02-12 11:30:18,The Daily,"The country was banned from the Winter Olympics because of a doping scandal, but there are 169 people competing as “Olympic athletes from Russia.”",The New York Times,briefing,https://www.nytimes.com/2018/02/12/podcasts/the-daily/russia-winter-olympics.html,401
5a817eed10f40f00018c0762,By JERÉ LONGMAN,article,Wake Up! Your Triple Axel Is at 10 A.M.,"['Figure Skating', 'Olympic Games (2018)', 'Sleep', 'Chen, Nathan']",68,Sports,14,2018-02-12 11:47:52,Olympics,Athletes are using sunlamps and other methods to adjust to competing in the morning instead of the evening. All to accommodate NBC’s broadcast schedule.,The New York Times,News,https://www.nytimes.com/2018/02/12/sports/olympics/figure-skating-schedule.html,978
5a8181cd10f40f00018c0769,By NATE COHN,article,Big Republican Advantages Are Eroding in Race for House Control,"['Midterm Elections (2018)', 'Elections, House of Representatives', 'Redistricting and Reapportionment', 'Democratic Party', 'Republican Party', 'Campaign Finance']",65,Upshot,10,2018-02-12 12:00:09,Unknown,Retirements and reversals in gerrymandering give Democrats a clearer path to a majority. ,The New York Times,News,https://www.nytimes.com/2018/02/12/upshot/big-republican-advantages-are-eroding-in-the-race-for-house-control.html,880
5a8181ce10f40f00018c076a,"By PERRI KLASS, M.D",article,Caring for Siblings of Sick or Disabled Children,"['Children and Childhood', 'Parenting', 'Disabilities', 'Families and Family Life']",66,Well,0,2018-02-12 12:00:11,Family,"A child who is not sick may either withdraw or may start acting out, competing to get parents’ attention, experts say.",The New York Times,News,https://www.nytimes.com/2018/02/12/well/family/caring-for-siblings-of-sick-or-disabled-children.html,1087
5a81836c10f40f00018c0773,By SHANNON DOYNE,article,Do You Think You’ve Already Forged Your Lifelong Taste in Music?,[],66,Learning,0,2018-02-12 12:07:04,Unknown,Will you always love your favorite songs from when you were 13 or 14?,The New York Times,News,https://www.nytimes.com/2018/02/12/learning/do-you-believe-youve-already-forged-your-lifelong-taste-in-music.html,598
5a819e7d10f40f00018c07bb,By INYOUNG KANG and MATT STEVENS,article,Unknown,[],66,Express,0,2018-02-12 14:02:32,Unknown,"Monday: One of the world’s best snowboarders (who happens to be from Torrance), questions about Nancy Pelosi’s leadership, and five years since the hunt for Christopher Dorner.",The New York Times,briefing,https://www.nytimes.com/2018/02/12/us/california-today-chloe-kim-olympics.html,1066
5a81adcb10f40f00018c07df,By BEN BRANTLEY,article,A Restless and Revising Playwright,"['Williams, Tennessee', 'Theater', 'Morgan Library & Museum', 'Writing and Writers', 'Manuscripts', 'A Streetcar Named Desire (Play)', 'Cat on a Hot Tin Roof (Play)', 'The Glass Menagerie (Play)']",67,Culture,5,2018-02-12 15:07:50,Unknown,A Morgan Library & Museum exhibition of the playwright’s letters and manuscripts showcases the hungers that drove and derailed him.,The New York Times,News,https://www.nytimes.com/2018/02/12/theater/tennessee-williams-morgan-library-no-refuge-but-writing.html,1272
5a81ae6210f40f00018c07e3,By DONALD G. McNEIL Jr,article,Policy vs. Prevention,"['Life Insurance', 'Acquired Immune Deficiency Syndrome', 'Truvada (Drug)', 'Discrimination', 'Homosexuality and Bisexuality', 'GLBTQ Legal Advocates and Defenders (GLAD)', 'Mutual of Omaha']",68,Science,1,2018-02-12 15:10:21,Unknown,"Insurers have denied life and disability coverage to men taking Truvada to prevent H.I.V. infection, say gay rights advocates and medical experts.",The New York Times,News,https://www.nytimes.com/2018/02/12/health/truvada-hiv-insurance.html,1464
5a81b1b210f40f00018c07ec,By JULIE HIRSCHFELD DAVIS,article,"Trump’s Budget  Favors Military,  Inflating Deficit","['Federal Budget (US)', 'United States Politics and Government', 'Infrastructure (Public Works)', 'Office of Management and Budget (US)', 'Mulvaney, Mick', 'Trump, Donald J', 'Homeland Security Department', 'Environmental Protection Agency']",68,Washington,1,2018-02-12 15:24:31,Politics,"The White House released a proposed budget that is largely irrelevant, given Congress passed a spending bill last week that outlines priorities.",The New York Times,News,https://www.nytimes.com/2018/02/12/us/politics/white-house-budget-congress.html,1436
5a81bb8a10f40f00018c0814,By HOLLAND COTTER,article,"A Blend of Paint, Fact and Fiction","['Art', 'Presidents and Presidency (US)', 'Race and Ethnicity', 'First Ladies (US)', 'Museums', 'National Portrait Gallery (Washington, DC)', 'Smithsonian Institution', 'Obama, Barack', 'Obama, Michelle', 'Wiley, Kehinde', 'Sherald, Amy', 'United States Politics and Government']",68,Culture,1,2018-02-12 16:06:30,Art & Design,This Barack Obama Is No Mr. Nice Guy. Kehinde Wiley’s portrait of the former president contradicts the impression he often made in office of being detached.,The New York Times,Review,https://www.nytimes.com/2018/02/12/arts/design/obama-portrait.html,1413
5a81cf2010f40f00018c0858,By DEB AMLEN,article,What the Heck is That?: DE NOVO,['Crossword Puzzles'],68,Games,0,2018-02-12 17:30:00,Unknown,A Wordplay series that will look at one of the most revealed crossword entries from the past week.,The New York Times,News,https://www.nytimes.com/2018/02/12/crosswords/what-the-heck-is-that-de-novo.html,269
5a81cfd210f40f00018c085c,By JULIE BLOOM,article,Bodies in				 										Motion,"['Dancing', 'Actors and Actresses', 'Page, Ellen', 'Portner, Emma']",65,TStyle,132,2018-02-12 17:33:02,Entertainment,The actress and the choreographer admired each other’s work from afar. Then they got married and started collaborating.,The New York Times,News,https://www.nytimes.com/2018/02/12/t-magazine/entertainment/ellen-page-emma-portner-home.html,815
5a81d08710f40f00018c085e,By BENEDICT CAREY,article,A Memory Jolt Raises Hopes,"['Memory', 'Amnesia', 'Implants', 'Brain', 'Medical Devices', 'Kahana, Michael J']",67,Science,1,2018-02-12 17:36:03,Unknown,"Electric pulses to the brain help subjects store memory, scientists have found. But the road to perfecting recall remains daunting.",The New York Times,News,https://www.nytimes.com/2018/02/12/health/memory-dementia-brain-implants.html,978
5a81db8f10f40f00018c088e,By JULIET MACUR,article,"Old-School Star, Not Easy to Root For","['Olympic Games (2018)', 'Pechstein, Claudia', 'Speedskating', 'Doping (Sports)', 'East Germany', 'Germany']",68,Sports,14,2018-02-12 18:23:07,Olympics,"A seven-time Olympian, Pechstein dates back to the days of the East German sports machine and has a doping violation that remains hard to ignore.",The New York Times,News,https://www.nytimes.com/2018/02/12/sports/olympics/claudia-pechstein-doping-germany-olympics.html,1121
5a81e40c10f40f00018c08af,By STEVEN LEE MYERS and JAVIER C. HERNÁNDEZ,article,A Ghostly Spill Menaces Asia’s Richest Fisheries,"['Oil Spills', 'Maritime Accidents and Safety', 'Fish and Other Marine Life', 'China', 'East China Sea', 'Japan', 'Natural Gas', 'National Iranian Tanker Co', 'Water Pollution', 'vis-photo']",68,Foreign,1,2018-02-12 18:59:20,Asia Pacific,"Caused by a fiery collision in the East China Sea, the spill has created an environmental disaster that has tested China’s ability to lead.",The New York Times,News,https://www.nytimes.com/2018/02/12/world/asia/china-condensate-oil-spill-tanker-cleanup.html,1535
5a81e7fa10f40f00018c08bf,By NICHOLAS BAKALAR,article,Mind: High Blood Sugar and Memory,"['Tests (Medical)', 'Diabetes', 'Memory', 'Blood']",55,Well,4,2018-02-12 19:16:06,Mind,"Scores on cognitive tests declined with rising blood glucose levels, even in people without diabetes.",The New York Times,News,https://www.nytimes.com/2018/02/12/well/mind/high-blood-sugar-levels-tied-to-memory-decline.html,213
5a81eaed10f40f00018c08c9,By MICHAEL COOPER,article,Parting Is Such Awkward Sorrow,"['New York City Ballet', 'Martins, Peter', 'Dancing', 'Sexual Harassment', 'Balanchine, George', 'Romeo + Juliet (Ballet)']",68,Culture,1,2018-02-12 19:28:39,Dance,"Peter Martins is not being erased from City Ballet, which he retired from amid accusations of harassment and abuse. But his “Romeo + Juliet” is being tweaked.",The New York Times,News,https://www.nytimes.com/2018/02/12/arts/dance/peter-martins-ballet-romeo-juliet.html,1270
5a81f2d610f40f00018c08e3,By SHERYL GAY STOLBERG,article,Senators Begin a Debate to Create an Immigration Bill From Scratch,"['Senate', 'Illegal Immigration', 'Immigration and Emigration', 'United States Politics and Government', 'Dream Act (Development, Relief and Education for Minors Act)', 'Deferred Action for Childhood Arrivals', 'Trump, Donald J']",68,Washington,13,2018-02-12 20:02:26,Politics,Lawmakers will try to assemble immigration legislation that can garner 60 votes as the Senate undertakes an exceedingly rare open-ended debate.,The New York Times,News,https://www.nytimes.com/2018/02/12/us/politics/senate-immigration-debate.html,1194
5a81f87f10f40f00018c08f0,By ANDREW KEH,article,Sudden Glare on Hermit Kingdom’s Cheer Squad,"['Cheerleaders', 'Olympic Games (2018)', 'North Korea']",68,Sports,1,2018-02-12 20:26:34,Olympics,They have garnered more attention than most athletes competing at the Winter Games. “Goodbye!” they called out to an empty arena before boarding buses back to their condos.,The New York Times,News,https://www.nytimes.com/2018/02/12/sports/olympics/north-korean-cheerleaders.html,1317
5a81f8ed10f40f00018c08f1,By BEN BRANTLEY,article,A Bright Presence In Every Character,"['Maxwell, Jan', 'Theater', 'Manhattan Theater Club', 'Potomac Theater Project/NYC', ""A Doll's House (Play)"", 'Follies (Play)', 'Scenes From an Execution (Play)', 'Actors and Actresses']",68,Culture,6,2018-02-12 20:28:25,Unknown,"Ms. Maxwell, who has died at 61, transmitted an uncommon intelligence and love of craft found only in great theater performers.",The New York Times,An Appraisal,https://www.nytimes.com/2018/02/12/theater/jan-maxwell-was-a-star-made-for-the-stage.html,859
5a820ece10f40f00018c0925,By KATHERINE ROSMAN,article,"At Six Seconds Per Spot, Fame Really Is Fleeting","['Giphy Inc', 'Instant Messaging', 'Video Recordings, Downloads and Streaming', 'Social Media', 'Computers and the Internet', 'Text Messaging']",68,Styles,4,2018-02-12 22:01:44,Unknown,"Giphy Studios is trying to help actors, musicians and advertisers slide into your DMs with goofy short videos. Yay for our brains!",The New York Times,News,https://www.nytimes.com/2018/02/12/style/giphy-studios.html,1299
5a821c7810f40f00018c0947,By AARON KAPLOWITZ,article,Stockpiling Sympathy,"['Birthdays', ""Trader Joe's"", 'New York City']",0,Metro,19,2018-02-12 23:00:05,Unknown,"He reached toward a light blue birthday card, and then noticed that it was resting next to a dark blue condolence card.",The New York Times,News,https://www.nytimes.com/2018/02/12/nyregion/metropolitan-diary-sympathy-for-a-rainy-day.html,171
5a82213e10f40f00018c0955,By THE NEW YORK TIMES,article,‘An Extraordinary Moment’: Explaining the Russia Inquiry,"['New York Times', 'Russian Interference in 2016 US Elections and Ties to Trump Associates', 'Presidential Election of 2016', 'United States Politics and Government', 'Elections, House of Representatives', 'Elections', 'Presidential Election of 2020', 'National Rifle Assn', 'House of Representatives', 'Justice Department', 'Trump Organization', 'United States', 'Mueller, Robert S III', 'Mazzetti, Mark', 'Trump, Donald J', 'Trump, Donald J Jr']",68,National,0,2018-02-12 23:20:24,Unknown,"Mark Mazzetti, our Washington investigations editor, answers readers’ questions about the Russia inquiry.",The New York Times,News,https://www.nytimes.com/2018/02/12/reader-center/russia-investigation-questions.html,1992
5a82243d10f40f00018c095b,By JESSICA SILVER-GREENBERG and MATTHEW GOLDSTEIN,article,Suit Alleges Animosity To Women At Point72,"['Cohen, Steven A', 'Point72 Asset Management LP', 'Discrimination', 'Sexual Harassment', '#MeToo Movement', 'Banking and Financial Institutions', 'Workplace Hazards and Violations', 'Suits and Litigation (Civil)', 'Bonner, Lauren']",68,Business,1,2018-02-12 23:33:12,Unknown,"A lawsuit filed by an employee of Mr. Cohen’s company, Point72, alleges that senior employees discriminate against women. The firm denies the allegations.",The New York Times,News,https://www.nytimes.com/2018/02/12/business/steven-cohen-point72-discrimination-lauren-bonner.html,1092
5a822b0110f40f00018c0963,By PAUL KRUGMAN,article,Trump Doesn’t Give a Dam,"['Trump, Donald J', 'Infrastructure (Public Works)', 'Federal Budget (US)', 'United States Politics and Government']",68,OpEd,20,2018-02-13 00:01:53,Unknown,His infrastructure “plan” is an obvious scam. But why didn’t he offer something legit?,The New York Times,Op-Ed,https://www.nytimes.com/2018/02/12/opinion/donald-trump-infrastructure.html,835
5a822c0a10f40f00018c0966,By MEKELA PANDITHARATNE,article,Puerto Rico Needs More Help,"['Hurricane Maria (2017)', 'Puerto Rico', 'Humanitarian Aid', 'Water', 'Power Failures and Blackouts', 'Sewers and Sewage', 'Electric Light and Power', 'Puerto Rico Aqueduct and Sewer Authority']",68,OpEd,21,2018-02-13 00:06:25,Unknown,The island’s power and water utilities require wholesale rebuilding to achieve resilience against the next big storm.,The New York Times,Op-Ed,https://www.nytimes.com/2018/02/12/opinion/puerto-rico-water-electricity.html,826
5a822cf710f40f00018c096e,By TAMAR MANASSEH,article,Save Chicago’s Schools,"['Education (K-12)', 'Chicago (Ill)', 'Charter Schools', 'Emanuel, Rahm']",68,OpEd,21,2018-02-13 00:10:28,Unknown,"Instead of trying to improve troubled schools, the city is shutting them down.",The New York Times,Op-Ed,https://www.nytimes.com/2018/02/12/opinion/save-chicago-public-schools.html,767
5a822e1610f40f00018c0971,By JOHN R. LOTT JR,article,Making Background Checks Work,"['Gun Control', 'Sutherland Springs, Tex, Shooting (2017)', 'Kelley, Devin P (1991-2017)', 'United States']",68,OpEd,21,2018-02-13 00:15:12,Opinion | Politics,"There are problems in the background check system that need fixing. But even then, there are better ways to prevent mass shootings.",The New York Times,Op-Ed,https://www.nytimes.com/2018/02/12/opinion/politics/background-checks-gun-violence.html,874
5a82313110f40f00018c0978,By MICHAEL D. SHEAR and MATTHEW ROSENBERG,article,Aide’s Exit Is Renewing Attention on Long Delays for Security Clearances,"['United States Politics and Government', 'Kushner, Jared', 'Porter, Robert R (1977- )', 'Trump, Donald J', 'Domestic Violence', 'House of Representatives', 'Federal Bureau of Investigation', 'McGahn, Donald F II']",68,Washington,14,2018-02-13 00:28:23,Politics,"More than a year after joining the White House as a senior adviser, the president’s son-in-law, Jared Kushner, is among those without a permanent security clearance.",The New York Times,News,https://www.nytimes.com/2018/02/12/us/politics/white-house-security-clearances-jared-kushner.html,1237
